event_id,tick,year,civilization_id,event_type,description
TRN-EVT-00161,1,100,e6f9f9e411,Quantum Network Upgrade,The Great Unified Imperium constructed capital Jump Gate 'GAT-0161' (Quantum Relay Gate) in star system Gliese 374.0.
TRN-EVT-00162,1,100,24e153416d,Quantum Network Upgrade,The Unified Star Empire constructed capital Jump Gate 'GAT-0162' (Quantum Relay Gate) in star system Gliese 159.0.
TRN-EVT-00163,1,100,eacab5ee97,Transit Revolution,The Great Thranan Imperium constructed capital Jump Gate 'GAT-0163' (Galactic Gate) in star system HD 119869.
TRN-EVT-00164,1,100,5573af18db,Quantum Network Upgrade,The Great Merian Imperium constructed capital Jump Gate 'GAT-0164' (Quantum Relay Gate) in star system HIP 53021.
TRN-EVT-00165,1,100,2a8b6fc81d,Quantum Network Upgrade,The Unified Technocracy constructed capital Jump Gate 'GAT-0165' (Quantum Relay Gate) in star system GDE-122.
TRN-EVT-00166,1,100,dc0074adc3,Quantum Network Upgrade,The Great Unified Imperium constructed capital Jump Gate 'GAT-0166' (Quantum Relay Gate) in star system Gaia-1650.
TRN-EVT-00167,1,100,08caaac3af,Quantum Network Upgrade,The Unified AI Hegemony constructed capital Jump Gate 'GAT-0167' (Quantum Relay Gate) in star system Tau Orionis.
TRN-EVT-00168,1,100,91474e8269,Quantum Network Upgrade,The Vesperian AI Hegemony constructed capital Jump Gate 'GAT-0168' (Quantum Relay Gate) in star system HR 66132.
TRN-EVT-00169,1,100,f343101fe6,Transit Revolution,The Unified Technocracy constructed capital Jump Gate 'GAT-0169' (Galactic Gate) in star system Kepler-5383.
TRN-EVT-00170,1,100,950050e41a,Transit Revolution,The Great Zylarite Imperium constructed capital Jump Gate 'GAT-0170' (Galactic Gate) in star system GDE-4070.
TRN-EVT-00171,1,100,bbf8578e8c,Quantum Network Upgrade,The Consolidated Unified Systems constructed capital Jump Gate 'GAT-0171' (Quantum Relay Gate) in star system HD 242398.
TRN-EVT-00172,1,100,28728de334,Quantum Network Upgrade,The Scientific Technocracy constructed capital Jump Gate 'GAT-0172' (Quantum Relay Gate) in star system Webb-7340.
TRN-EVT-00173,1,100,2c64149009,Quantum Network Upgrade,The Unified AI Hegemony constructed capital Jump Gate 'GAT-0173' (Quantum Relay Gate) in star system Kepler-3223.
TRN-EVT-00174,1,100,43cb04ad80,Quantum Network Upgrade,The Xenoid Technocracy constructed capital Jump Gate 'GAT-0174' (Quantum Relay Gate) in star system PSR 161837.
TRN-EVT-00175,1,100,3a375c2f6d,Quantum Network Upgrade,The Scientific AI Hegemony constructed capital Jump Gate 'GAT-0175' (Quantum Relay Gate) in star system HR 121153.
TRN-EVT-00176,1,100,1a67be5b7f,Transit Revolution,The Scientific Technocracy constructed capital Jump Gate 'GAT-0176' (Galactic Gate) in star system TESS-945.
TRN-EVT-00177,1,100,9883f23173,Quantum Network Upgrade,The Great Consolidated Imperium constructed capital Jump Gate 'GAT-0177' (Quantum Relay Gate) in star system HD 179598.
TRN-EVT-00178,1,100,60a971a839,Quantum Network Upgrade,The Great Cygnan Imperium constructed capital Jump Gate 'GAT-0178' (Quantum Relay Gate) in star system Pi Cygni.
TRN-EVT-00179,1,100,0130446f7e,Quantum Network Upgrade,The Scientific AI Hegemony constructed capital Jump Gate 'GAT-0179' (Quantum Relay Gate) in star system TESS-1750.
TRN-EVT-00180,1,100,61dc46303f,Transit Revolution,The Great Consolidated Imperium constructed capital Jump Gate 'GAT-0180' (Galactic Gate) in star system Gaia-9760c.
TRN-EVT-00181,1,100,622de7102b,Transit Revolution,The Consolidated Orionite Systems constructed capital Jump Gate 'GAT-0181' (Galactic Gate) in star system Kepler-2936.
TRN-EVT-00182,1,100,996190e522,Quantum Network Upgrade,The Orionan Technocracy constructed capital Jump Gate 'GAT-0182' (Quantum Relay Gate) in star system Gaia-776.
TRN-EVT-00183,1,100,556d6c2378,Quantum Network Upgrade,The Meroid AI Hegemony constructed capital Jump Gate 'GAT-0183' (Quantum Relay Gate) in star system HIP 76600.
TRN-EVT-00184,1,100,4c2540c708,Quantum Network Upgrade,The Great Unified Imperium constructed capital Jump Gate 'GAT-0184' (Quantum Relay Gate) in star system HIP 244648.
TRN-EVT-00185,1,100,b7069c3852,Quantum Network Upgrade,The Great Unified Imperium constructed capital Jump Gate 'GAT-0185' (Quantum Relay Gate) in star system GDE-4485.
TRN-EVT-00186,1,100,f3f5dfde4c,Quantum Network Upgrade,The Great Scientific Imperium constructed capital Jump Gate 'GAT-0186' (Quantum Relay Gate) in star system Kepler-2106.
TRN-EVT-00187,1,100,22091a7056,Quantum Network Upgrade,The Scientific Technocracy constructed capital Jump Gate 'GAT-0187' (Quantum Relay Gate) in star system GDE-7889.
TRN-EVT-00188,1,100,2211d3100d,Quantum Network Upgrade,The Consolidated Kaelumex Systems constructed capital Jump Gate 'GAT-0188' (Quantum Relay Gate) in star system TESS-5589.
TRN-EVT-00189,1,100,182edcdd37,Transit Revolution,The Aurelan Star Empire constructed capital Jump Gate 'GAT-0189' (Galactic Gate) in star system GDE-8146.
TRN-EVT-00190,1,100,e47a782635,Transit Revolution,The Consolidated Xi-sagittariis Systems constructed capital Jump Gate 'GAT-0190' (Galactic Gate) in star system Xi Sagittarii.
TRN-EVT-00191,1,100,2705d84a32,Quantum Network Upgrade,The Unified AI Hegemony constructed capital Jump Gate 'GAT-0191' (Quantum Relay Gate) in star system Webb-7499.
TRN-EVT-00192,1,100,7e5521abbb,Quantum Network Upgrade,The Scientific Technocracy constructed capital Jump Gate 'GAT-0192' (Quantum Relay Gate) in star system Gliese 192.0.
TRN-EVT-00193,1,100,7c376afd56,Quantum Network Upgrade,The Kaelumis Technocracy constructed capital Jump Gate 'GAT-0193' (Quantum Relay Gate) in star system TESS-8623.
TRN-EVT-00194,1,100,c3b1779520,Transit Revolution,The Aurelis AI Hegemony constructed capital Jump Gate 'GAT-0194' (Empire Gate) in star system TESS-194.
TRN-EVT-00195,1,100,37a4cea3d7,Quantum Network Upgrade,The Consolidated Technocracy constructed capital Jump Gate 'GAT-0195' (Quantum Relay Gate) in star system HIP 262134.
TRN-EVT-00196,1,100,e00bc2a5e5,Transit Revolution,The Thranite Technocracy constructed capital Jump Gate 'GAT-0196' (Galactic Gate) in star system HR 189541.
TRN-EVT-00197,1,100,b2c9872c2d,Quantum Network Upgrade,The Great Unified Imperium constructed capital Jump Gate 'GAT-0197' (Quantum Relay Gate) in star system Omega Sagittarii.
TRN-EVT-00198,1,100,4b4e90bd89,Quantum Network Upgrade,The Meran AI Hegemony constructed capital Jump Gate 'GAT-0198' (Quantum Relay Gate) in star system HR 36296.
TRN-EVT-00199,1,100,764f599826,Quantum Network Upgrade,The Great Unified Imperium constructed capital Jump Gate 'GAT-0199' (Quantum Relay Gate) in star system HD 173878.
TRN-EVT-00200,1,100,927dbfac0b,Quantum Network Upgrade,The Scientific Technocracy constructed capital Jump Gate 'GAT-0200' (Quantum Relay Gate) in star system HD 14799.
TRN-EVT-00201,1,100,31aeef2350,Quantum Network Upgrade,The Scientific Technocracy constructed capital Jump Gate 'GAT-0201' (Quantum Relay Gate) in star system HR 19907.
TRN-EVT-00202,1,100,c1cc584fd5,Quantum Network Upgrade,The Great Unified Imperium constructed capital Jump Gate 'GAT-0202' (Quantum Relay Gate) in star system Webb-1869.
TRN-EVT-00203,1,100,f61290c372,Quantum Network Upgrade,The Consolidated Scientific Systems constructed capital Jump Gate 'GAT-0203' (Quantum Relay Gate) in star system HD 193309.
TRN-EVT-00204,1,100,71efb681fc,Transit Revolution,The Aureloid AI Hegemony constructed capital Jump Gate 'GAT-0204' (Galactic Gate) in star system Gliese 325.0.
TRN-EVT-00205,1,100,13b6f1c19c,Quantum Network Upgrade,The Allied Technocracy constructed capital Jump Gate 'GAT-0205' (Quantum Relay Gate) in star system PSR 104430.
TRN-EVT-00206,1,100,38d523ac80,Quantum Network Upgrade,The Consolidated Scientific Systems constructed capital Jump Gate 'GAT-0206' (Quantum Relay Gate) in star system TESS-8080.
TRN-EVT-00207,1,100,5fec320399,Quantum Network Upgrade,The Unified Technocracy constructed capital Jump Gate 'GAT-0207' (Quantum Relay Gate) in star system TESS-2121.
TRN-EVT-00208,1,100,0a6e8b3547,Transit Revolution,The Nu-cygnis Star Empire constructed capital Jump Gate 'GAT-0208' (Galactic Gate) in star system Nu Cygni.
TRN-EVT-00209,1,100,8bc980ecf5,Quantum Network Upgrade,The Unified Star Empire constructed capital Jump Gate 'GAT-0209' (Quantum Relay Gate) in star system Webb-9920.
TRN-EVT-00210,1,100,18daa88e4f,Quantum Network Upgrade,The Great Scientific Imperium constructed capital Jump Gate 'GAT-0210' (Quantum Relay Gate) in star system Rho Persei.
TRN-EVT-00211,1,100,7c40c9ebf8,Quantum Network Upgrade,The Consolidated Scientific Systems constructed capital Jump Gate 'GAT-0211' (Quantum Relay Gate) in star system Gliese 390.0.
TRN-EVT-00212,1,100,20af608f42,Quantum Network Upgrade,The Consolidated Consolidated Systems constructed capital Jump Gate 'GAT-0212' (Quantum Relay Gate) in star system Chi Orionis.
TRN-EVT-00213,1,100,f03d90fb8f,Quantum Network Upgrade,The Great Thranite Imperium constructed capital Jump Gate 'GAT-0213' (Quantum Relay Gate) in star system TESS-7800.
TRN-EVT-00214,1,100,e905d91038,Quantum Network Upgrade,The Consolidated Allied Systems constructed capital Jump Gate 'GAT-0214' (Quantum Relay Gate) in star system Webb-2356.
TRN-EVT-00215,1,100,176da50470,Quantum Network Upgrade,The Consolidated Unified Systems constructed capital Jump Gate 'GAT-0215' (Quantum Relay Gate) in star system Mu Persei.
TRN-EVT-00216,1,100,f83f785370,Transit Revolution,The Great Consolidated Imperium constructed capital Jump Gate 'GAT-0216' (Galactic Gate) in star system GDE-4121.
TRN-EVT-00217,1,100,85aec51e58,Quantum Network Upgrade,The Great Consolidated Imperium constructed capital Jump Gate 'GAT-0217' (Quantum Relay Gate) in star system Gaia-3148.
TRN-EVT-00218,1,100,4c224c8349,Transit Revolution,The Vesperari Technocracy constructed capital Jump Gate 'GAT-0218' (Galactic Gate) in star system TESS-5894.
TRN-EVT-00219,1,100,f2bbbfc167,Hyperlane Expansion,The Great Bulgan Imperium constructed FTL Artificial Wormhole portal WRM-ART-0001 linking capital to colony system Delta Bulge.
TRN-EVT-00220,2,200,c6642b2284,Transit Revolution,The Scientific Technocracy constructed gateway 'GAT-0219' (Regional Gate) at colony Gaea I-d Science Station.
TRN-EVT-00221,2,200,6c40e5c997,Transit Revolution,The Orionite Technocracy constructed gateway 'GAT-0220' (Regional Gate) at colony Upsilon Orionis-d Prime.
TRN-EVT-00222,2,200,1c4722b997,Transit Revolution,The Great Unified Imperium constructed gateway 'GAT-0221' (Regional Gate) at colony Unified Outpost 50.
TRN-EVT-00223,2,200,7bf42c3a49,Transit Revolution,The Sagittariite Technocracy constructed gateway 'GAT-0222' (Regional Gate) at colony Theta Sagittarii-c Prime.
TRN-EVT-00224,3,300,cd3cb2af45,Transit Revolution,The Consolidated Chi-bulgis Systems constructed gateway 'GAT-0223' (Regional Gate) at colony Chi Bulge-c Sector.
TRN-EVT-00225,3,300,e47a782635,Transit Revolution,The Consolidated Xi-sagittariis Systems constructed gateway 'GAT-0224' (Regional Gate) at colony Xi-sagittariis Colony.
TRN-EVT-00226,3,300,37270686ec,Transit Revolution,The Scientific Technocracy constructed gateway 'GAT-0225' (Regional Gate) at colony Scientific Colony.
TRN-EVT-00227,4,400,1c90d82c80,Hyperlane Expansion,The Great Cygnian Imperium constructed FTL Artificial Wormhole portal WRM-ART-0002 linking capital to colony system Delta Cygni.
TRN-EVT-00228,5,500,1c90d82c80,Transit Revolution,The Great Cygnian Imperium constructed gateway 'GAT-0226' (Regional Gate) at colony Delta Cygni-g Prime.
TRN-EVT-00229,5,500,c3662e3808,Transit Revolution,The Unified Technocracy constructed gateway 'GAT-0227' (Quantum Relay Gate) at colony Unified Outpost 34.
TRN-EVT-00230,5,500,8d88177d24,Transit Revolution,The Bulgian Star Empire constructed gateway 'GAT-0228' (Regional Gate) at colony Alpha Bulge-c Sector.
TRN-EVT-00231,6,600,66d46fcd47,Transit Revolution,The Consolidated Consolidated Systems constructed gateway 'GAT-0229' (Regional Gate) at colony Nu Orionis-b Prime.
TRN-EVT-00232,6,600,176da50470,Transit Revolution,The Consolidated Unified Systems constructed gateway 'GAT-0230' (Regional Gate) at colony Unified Outpost 57.
TRN-EVT-00233,6,600,c6642b2284,Hyperlane Expansion,The Scientific Technocracy constructed FTL Artificial Wormhole portal WRM-ART-0003 linking capital to colony system Gaea I.
TRN-EVT-00234,6,600,7bf42c3a49,Hyperlane Expansion,The Sagittariite Technocracy constructed FTL Artificial Wormhole portal WRM-ART-0004 linking capital to colony system Theta Sagittarii.
TRN-EVT-00235,7,700,7036dbff3e,Transit Revolution,The Great Scientific Imperium constructed gateway 'GAT-0231' (Regional Gate) at colony Zeta Orionis-b Science Station.
TRN-EVT-00236,7,700,176da50470,Hyperlane Expansion,The Consolidated Unified Systems constructed FTL Artificial Wormhole portal WRM-ART-0005 linking capital to colony system Mu Persei.
TRN-EVT-00237,7,700,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0008 collapsed and closed permanently.
TRN-EVT-00238,7,700,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0039 collapsed and closed permanently.
TRN-EVT-00239,7,700,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0043 collapsed and closed permanently.
TRN-EVT-00240,7,700,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0075 collapsed and closed permanently.
TRN-EVT-00241,7,700,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0124 collapsed and closed permanently.
TRN-EVT-00242,7,700,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0161 collapsed and closed permanently.
TRN-EVT-00243,8,800,53856bd8ca,Transit Revolution,The Allied Technocracy constructed gateway 'GAT-0232' (Galactic Gate) at colony Tau Sagittarii-e Prime.
TRN-EVT-00244,8,800,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0011 collapsed and closed permanently.
TRN-EVT-00245,8,800,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0045 collapsed and closed permanently.
TRN-EVT-00246,8,800,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0070 collapsed and closed permanently.
TRN-EVT-00247,8,800,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0114 collapsed and closed permanently.
TRN-EVT-00248,8,800,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0121 collapsed and closed permanently.
TRN-EVT-00249,8,800,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0131 collapsed and closed permanently.
TRN-EVT-00250,8,800,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0166 collapsed and closed permanently.
TRN-EVT-00251,9,900,03fca7f787,Hyperlane Expansion,The Consolidated Perseian Systems constructed FTL Artificial Wormhole portal WRM-ART-0006 linking capital to colony system Chi Persei.
TRN-EVT-00252,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0004 collapsed and closed permanently.
TRN-EVT-00253,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0019 collapsed and closed permanently.
TRN-EVT-00254,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0031 collapsed and closed permanently.
TRN-EVT-00255,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0038 collapsed and closed permanently.
TRN-EVT-00256,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0054 collapsed and closed permanently.
TRN-EVT-00257,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0059 collapsed and closed permanently.
TRN-EVT-00258,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0078 collapsed and closed permanently.
TRN-EVT-00259,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0133 collapsed and closed permanently.
TRN-EVT-00260,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0142 collapsed and closed permanently.
TRN-EVT-00261,9,900,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0177 collapsed and closed permanently.
TRN-EVT-00262,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0025 collapsed and closed permanently.
TRN-EVT-00263,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0046 collapsed and closed permanently.
TRN-EVT-00264,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0051 collapsed and closed permanently.
TRN-EVT-00265,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0087 collapsed and closed permanently.
TRN-EVT-00266,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0090 collapsed and closed permanently.
TRN-EVT-00267,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0123 collapsed and closed permanently.
TRN-EVT-00268,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0137 collapsed and closed permanently.
TRN-EVT-00269,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0154 collapsed and closed permanently.
TRN-EVT-00270,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0164 collapsed and closed permanently.
TRN-EVT-00271,10,1000,None,Wormhole Collapse,Unstable Natural Wormhole shortcut WRM-NAT-0168 collapsed and closed permanently.
