empire_id,empire_name,origin_story,expansion_era,golden_age,major_wars,peak_influence,decline,legacy
642e75a08d,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
b619dd5fb5,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
e3ba98a843,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
50f9748c73,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
3e1c9fe27e,The Cygnian Star Empire,"The The Cygnian Star Empire emerges in the galaxy, establishing its capital at Gamma Cygni-c.","The The Cygnian Star Empire enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Cygnian Star Empire reaches its peak geopolitical influence, asserting military dominance.","In Year 108858, the The Orionan Star Empire launched a surprise offensive against The Cygnian Star Empire over territorial claims in the Rigel Prime sector. | In Year 130597, a devastating fleet battle occurred in the Aldebaran Major system where the forces of The Cygnian Star Empire clashed with The Unified Star Empire.",Reaching peak GDP of 10368.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Cygnian Star Empire stand as monuments to their ancient legacy."
cb16d2a5bc,The Gamma-cygnis Technocracy,"The The Gamma-cygnis Technocracy emerges in the galaxy, establishing its capital at Gamma Cygni-d.","The The Gamma-cygnis Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Gamma-cygnis Technocracy reaches its peak geopolitical influence, asserting military dominance.","In Year 128272, the The Gamma-cygnis Technocracy launched a surprise offensive against The Consolidated Allied Systems over territorial claims in the Procyon Expanse sector. | In Year 251914, the joint fleets of The Consolidated Scientific Systems and The Gamma-cygnis Technocracy conducted a major peacekeeping operation in Sagittarius Beta.",Reaching peak GDP of 10368.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Gamma-cygnis Technocracy stand as monuments to their ancient legacy."
340e3912e2,The Great Cygnite Imperium,"The The Great Cygnite Imperium emerges in the galaxy, establishing its capital at Gamma Cygni-e.","The The Great Cygnite Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 155875, a skirmish broke out in Sagittarius Expanse between The Consolidated Bulgite Systems patrols and The Great Cygnite Imperium raiders. | In Year 225492, a devastating fleet battle occurred in the Aldebaran Minor system where the forces of The Great Unified Imperium clashed with The Great Cygnite Imperium.","At their zenith, the The Great Cygnite Imperium exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Cygnite Imperium stand as monuments to their ancient legacy."
6ebb371c3c,The Great Tau-galacticis Imperium,"The The Great Tau-galacticis Imperium emerges in the galaxy, establishing its capital at Tau Galacticis-d.","The The Great Tau-galacticis Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Tau-galacticis Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 175851, The Great Tau-galacticis Imperium successfully annexed colonies of The Great Unified Imperium after a siege on their outer defense platforms. | In Year 335336, The Vesperis Star Empire successfully annexed colonies of The Great Tau-galacticis Imperium after a siege on their outer defense platforms.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Tau-galacticis Imperium stand as monuments to their ancient legacy."
1b37c066da,The Great Valis Imperium,"The The Great Valis Imperium emerges in the galaxy, establishing its capital at PSR 62227-e.","The The Great Valis Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Valis Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 292836, a skirmish broke out in Sirius Nebula between The Unified Technocracy patrols and The Great Valis Imperium raiders. | In Year 340394, The Great Valis Imperium successfully annexed colonies of The Great Zelian Imperium after a siege on their outer defense platforms.",Reaching peak GDP of 17915.9 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Valis Imperium stand as monuments to their ancient legacy."
f4a721a47f,The Gamma-galacticis Technocracy,"The The Gamma-galacticis Technocracy emerges in the galaxy, establishing its capital at Gamma Galacticis-c.","As FTL routes expanded, the The Gamma-galacticis Technocracy colonized surrounding sectors, claiming resources.",The The Gamma-galacticis Technocracy achieves a golden age of scientific and economic peak development.,"In Year 215441, a devastating fleet battle occurred in the Perseus Major system where the forces of The Gamma-galacticis Technocracy clashed with The Consolidated Unified Systems. | In Year 220249, The Gamma-galacticis Technocracy successfully annexed colonies of The Great Unified Imperium after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Gamma-galacticis Technocracy stand as monuments to their ancient legacy."
63d8758b53,The Consolidated Aurelex Systems,"The The Consolidated Aurelex Systems emerges in the galaxy, establishing its capital at Webb-1026-d.","As FTL routes expanded, the The Consolidated Aurelex Systems colonized surrounding sectors, claiming resources.",The The Consolidated Aurelex Systems achieves a golden age of scientific and economic peak development.,"In Year 158329, The Consolidated Zeloid Systems successfully annexed colonies of The Consolidated Aurelex Systems after a siege on their outer defense platforms. | In Year 164778, The Consolidated Aurelex Systems successfully annexed colonies of The Bulgite Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Aurelex Systems stand as monuments to their ancient legacy."
415811daec,The Solian Star Empire,"The The Solian Star Empire emerges in the galaxy, establishing its capital at Kepler-7797-b.","The The Solian Star Empire enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Solian Star Empire reaches its peak geopolitical influence, asserting military dominance.","In Year 169662, The Solian Star Empire successfully annexed colonies of The Great Consolidated Imperium after a siege on their outer defense platforms. | In Year 182942, the joint fleets of The Great Unified Imperium and The Solian Star Empire conducted a major peacekeeping operation in Procyon Minor.",Reaching peak GDP of 8640.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Solian Star Empire stand as monuments to their ancient legacy."
cb312b9d86,The Aurelex Star Empire,"The The Aurelex Star Empire emerges in the galaxy, establishing its capital at Kepler-7797-c.","As FTL routes expanded, the The Aurelex Star Empire colonized surrounding sectors, claiming resources.",The The Aurelex Star Empire achieves a golden age of scientific and economic peak development.,"In Year 136323, a skirmish broke out in Sagittarius Major between The Great Unified Imperium patrols and The Aurelex Star Empire raiders. | In Year 257487, a skirmish broke out in Arcturus Reach between The Aurelex Star Empire patrols and The Great Galactican Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Aurelex Star Empire stand as monuments to their ancient legacy."
53dc64803e,The Scientific AI Hegemony,"The The Scientific AI Hegemony emerges in the galaxy, establishing its capital at Aethelgard-b.","The The Scientific AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Scientific AI Hegemony reaches its peak geopolitical influence, asserting military dominance.","In Year 111404, the The Consolidated Star Empire launched a surprise offensive against The Scientific AI Hegemony over territorial claims in the Aldebaran Expanse sector. | In Year 124049, a skirmish broke out in Polaris Expanse between The Scientific AI Hegemony patrols and The Unified AI Hegemony raiders.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 287301. The The Scientific AI Hegemony is completely annexed or wiped out from the galactic theater.
5b3c302325,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
947f74a852,The Allied Technocracy,"The The Allied Technocracy emerges in the galaxy, establishing its capital at GDE-295-g.","As FTL routes expanded, the The Allied Technocracy colonized surrounding sectors, claiming resources.",The The Allied Technocracy achieves a golden age of scientific and economic peak development.,"In Year 100995, the The Consolidated Zelis Systems launched a surprise offensive against The Allied Technocracy over territorial claims in the Sirius Expanse sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Allied Technocracy.",The civilization became extinct in Year 304757. The The Allied Technocracy is completely annexed or wiped out from the galactic theater.
7df05aba52,The Great Unified Imperium,"The The Great Unified Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-c.","The The Great Unified Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Unified Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 100547, the The Consolidated Scientific Systems launched a surprise offensive against The Great Unified Imperium over territorial claims in the Castor Nebula sector. | In Year 102026, the joint fleets of The Allied Technocracy and The Great Unified Imperium conducted a major peacekeeping operation in Orion Beta.",Reaching peak GDP of 5000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Great Unified Imperium.",The civilization became extinct in Year 260363. The The Great Unified Imperium is completely annexed or wiped out from the galactic theater.
e23dc5e375,The Galactician Star Empire,"The The Galactician Star Empire emerges in the galaxy, establishing its capital at Chi Galacticis-d.","The The Galactician Star Empire enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 168297, the joint fleets of The Orionite AI Hegemony and The Galactician Star Empire conducted a major peacekeeping operation in Arcturus Reach. | In Year 183141, a devastating fleet battle occurred in the Rigel Prime system where the forces of The Kaelumis AI Hegemony clashed with The Galactician Star Empire.","At their zenith, the The Galactician Star Empire exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Galactician Star Empire stand as monuments to their ancient legacy."
77811a2fa9,The Consolidated Gaeian Systems,"The The Consolidated Gaeian Systems emerges in the galaxy, establishing its capital at Gaea-b.","As FTL routes expanded, the The Consolidated Gaeian Systems colonized surrounding sectors, claiming resources.",The The Consolidated Gaeian Systems achieves a golden age of scientific and economic peak development.,"In Year 116206, a devastating fleet battle occurred in the Sirius Nebula system where the forces of The Great Unified Imperium clashed with The Consolidated Gaeian Systems. | In Year 262265, a devastating fleet battle occurred in the Castor Sigma system where the forces of The Consolidated Gaeian Systems clashed with The Consolidated Zelis Systems.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 773959. The The Consolidated Gaeian Systems is completely annexed or wiped out from the galactic theater.
4a9574c523,The Scientific Technocracy,"The The Scientific Technocracy emerges in the galaxy, establishing its capital at HR 220748-b.","As FTL routes expanded, the The Scientific Technocracy colonized surrounding sectors, claiming resources.",The The Scientific Technocracy achieves a golden age of scientific and economic peak development.,"In Year 101879, The Consolidated Star Empire successfully annexed colonies of The Scientific Technocracy after a siege on their outer defense platforms. | In Year 105260, a skirmish broke out in Castor Major between The Consolidated Consolidated Systems patrols and The Scientific Technocracy raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 101879. The The Scientific Technocracy is completely annexed or wiped out from the galactic theater.
e99c95009e,The Merex AI Hegemony,"The The Merex AI Hegemony emerges in the galaxy, establishing its capital at Kepler-3722-c.","As FTL routes expanded, the The Merex AI Hegemony colonized surrounding sectors, claiming resources.",The The Merex AI Hegemony achieves a golden age of scientific and economic peak development.,"In Year 128201, the The Merex AI Hegemony launched a surprise offensive against The Nu-cygnis Star Empire over territorial claims in the Castor Major sector. | In Year 265719, the The Great Allied Imperium launched a surprise offensive against The Merex AI Hegemony over territorial claims in the Procyon Minor sector.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Merex AI Hegemony stand as monuments to their ancient legacy."
6957a14d13,The Consolidated Xenian Systems,"The The Consolidated Xenian Systems emerges in the galaxy, establishing its capital at Kepler-3722-d.","The The Consolidated Xenian Systems enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 132937, the joint fleets of The Consolidated Xenian Systems and The Consolidated Bulgite Systems conducted a major peacekeeping operation in Arcturus Prime. | In Year 690238, the joint fleets of The Consolidated Xenian Systems and The Consolidated Chi-bulgis Systems conducted a major peacekeeping operation in Capella Prime.","At their zenith, the The Consolidated Xenian Systems exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Consolidated Xenian Systems stand as monuments to their ancient legacy."
2a34070c99,The Great Consolidated Imperium,"The The Great Consolidated Imperium emerges in the galaxy, establishing its capital at Webb-6726b-i.","The The Great Consolidated Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Consolidated Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 108070, a devastating fleet battle occurred in the Rigel Arm system where the forces of The Great Kaelumari Imperium clashed with The Great Consolidated Imperium. | In Year 109194, The Great Consolidated Imperium successfully annexed colonies of The Consolidated Aurelari Systems after a siege on their outer defense platforms.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 150435. The The Great Consolidated Imperium is completely annexed or wiped out from the galactic theater.
4c67325ea2,The Unified Technocracy,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Webb-9180d-d.","As FTL routes expanded, the The Unified Technocracy colonized surrounding sectors, claiming resources.",The The Unified Technocracy achieves a golden age of scientific and economic peak development.,"In Year 105734, a devastating fleet battle occurred in the Rigel Minor system where the forces of The Aethelgardan AI Hegemony clashed with The Unified Technocracy. | In Year 115751, a devastating fleet battle occurred in the Castor Minor system where the forces of The Great Unified Imperium clashed with The Unified Technocracy.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified Technocracy.",The civilization became extinct in Year 288214. The The Unified Technocracy is completely annexed or wiped out from the galactic theater.
8eadd942b0,The Scientific AI Hegemony,"The The Scientific AI Hegemony emerges in the galaxy, establishing its capital at Aethelgard-b.","The The Scientific AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Scientific AI Hegemony reaches its peak geopolitical influence, asserting military dominance.","In Year 111404, the The Consolidated Star Empire launched a surprise offensive against The Scientific AI Hegemony over territorial claims in the Aldebaran Expanse sector. | In Year 124049, a skirmish broke out in Polaris Expanse between The Scientific AI Hegemony patrols and The Unified AI Hegemony raiders.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 287301. The The Scientific AI Hegemony is completely annexed or wiped out from the galactic theater.
d2f4557294,The Perseian Technocracy,"The The Perseian Technocracy emerges in the galaxy, establishing its capital at Phi Persei-f.","As FTL routes expanded, the The Perseian Technocracy colonized surrounding sectors, claiming resources.",The The Perseian Technocracy achieves a golden age of scientific and economic peak development.,"In Year 137059, the The Great Unified Imperium launched a surprise offensive against The Perseian Technocracy over territorial claims in the Betelgeuse Arm sector. | In Year 204252, a devastating fleet battle occurred in the Pollux Beta system where the forces of The Perseian Technocracy clashed with The Great Zylarite Imperium.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Perseian Technocracy stand as monuments to their ancient legacy."
6657429a7c,The Consolidated Unified Systems,"The The Consolidated Unified Systems emerges in the galaxy, establishing its capital at Aethelgard-c.","As FTL routes expanded, the The Consolidated Unified Systems colonized surrounding sectors, claiming resources.",The The Consolidated Unified Systems achieves a golden age of scientific and economic peak development.,"In Year 114798, a devastating fleet battle occurred in the Aldebaran Prime system where the forces of The Consolidated Unified Systems clashed with The Aurelan Star Empire. | In Year 118631, The Consolidated Unified Systems successfully annexed colonies of The Allied Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 795328. The The Consolidated Unified Systems is completely annexed or wiped out from the galactic theater.
5f5ebcf2f5,The Solari Star Empire,"The The Solari Star Empire emerges in the galaxy, establishing its capital at Kepler-6215-b.","As FTL routes expanded, the The Solari Star Empire colonized surrounding sectors, claiming resources.",The The Solari Star Empire achieves a golden age of scientific and economic peak development.,"In Year 110166, the The Great Thranan Imperium launched a surprise offensive against The Solari Star Empire over territorial claims in the Perseus Prime sector. | In Year 184042, The Solari Star Empire successfully annexed colonies of The Unified Technocracy after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Solari Star Empire stand as monuments to their ancient legacy."
5578b4053f,The Unified Star Empire,"The The Unified Star Empire emerges in the galaxy, establishing its capital at Gaia-2971-e.","The The Unified Star Empire enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Unified Star Empire reaches its peak geopolitical influence, asserting military dominance.","In Year 127043, The Unified Star Empire successfully annexed colonies of The Great Unified Imperium after a siege on their outer defense platforms. | In Year 130597, a devastating fleet battle occurred in the Aldebaran Major system where the forces of The Cygnian Star Empire clashed with The Unified Star Empire.",Reaching peak GDP of 191688.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified Star Empire.",The civilization became extinct in Year 797846. The The Unified Star Empire is completely annexed or wiped out from the galactic theater.
095464621d,The Great Cygnan Imperium,"The The Great Cygnan Imperium emerges in the galaxy, establishing its capital at Rho Cygni-c.","The The Great Cygnan Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Cygnan Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 141765, The Great Cygnan Imperium successfully annexed colonies of The Aurelis AI Hegemony after a siege on their outer defense platforms. | In Year 167453, a devastating fleet battle occurred in the Orion Minor system where the forces of The Great Cygnan Imperium clashed with The Zelari AI Hegemony.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Cygnan Imperium stand as monuments to their ancient legacy."
22e010a52d,The Unified Technocracy,"The The Unified Technocracy emerges in the galaxy, establishing its capital at Webb-9180d-d.","As FTL routes expanded, the The Unified Technocracy colonized surrounding sectors, claiming resources.",The The Unified Technocracy achieves a golden age of scientific and economic peak development.,"In Year 105734, a devastating fleet battle occurred in the Rigel Minor system where the forces of The Aethelgardan AI Hegemony clashed with The Unified Technocracy. | In Year 115751, a devastating fleet battle occurred in the Castor Minor system where the forces of The Great Unified Imperium clashed with The Unified Technocracy.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified Technocracy.",The civilization became extinct in Year 288214. The The Unified Technocracy is completely annexed or wiped out from the galactic theater.
a987357567,The Great Scientific Imperium,"The The Great Scientific Imperium emerges in the galaxy, establishing its capital at Omicron Galacticis-b.","As FTL routes expanded, the The Great Scientific Imperium colonized surrounding sectors, claiming resources.",The The Great Scientific Imperium achieves a golden age of scientific and economic peak development.,"In Year 102638, a devastating fleet battle occurred in the Vega Nebula system where the forces of The Consolidated Orionan Systems clashed with The Great Scientific Imperium. | In Year 102928, a skirmish broke out in Sagittarius Prime between The Consolidated Xi-sagittariis Systems patrols and The Great Scientific Imperium raiders.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 262515. The The Great Scientific Imperium is completely annexed or wiped out from the galactic theater.
cf1fb521d7,The Great Allied Imperium,"The The Great Allied Imperium emerges in the galaxy, establishing its capital at PSR 64400-e.","The The Great Allied Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Great Allied Imperium reaches its peak geopolitical influence, asserting military dominance.","In Year 115216, The Zylaran AI Hegemony successfully annexed colonies of The Great Allied Imperium after a siege on their outer defense platforms. | In Year 131333, a devastating fleet battle occurred in the Capella Major system where the forces of The Great Meris Imperium clashed with The Great Allied Imperium.",Reaching peak GDP of 30958.68 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Allied Imperium stand as monuments to their ancient legacy."
0895acc0af,The Sagittarian Technocracy,"The The Sagittarian Technocracy emerges in the galaxy, establishing its capital at Gamma Sagittarii-c.","As FTL routes expanded, the The Sagittarian Technocracy colonized surrounding sectors, claiming resources.",The The Sagittarian Technocracy achieves a golden age of scientific and economic peak development.,"In Year 100090, The Consolidated Perseian Systems successfully annexed colonies of The Sagittarian Technocracy after a siege on their outer defense platforms. | In Year 478313, The Sagittarian Technocracy successfully annexed colonies of The Scientific AI Hegemony after a siege on their outer defense platforms.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Sagittarian Technocracy stand as monuments to their ancient legacy."
cd650c58ff,The Gamma-sagittariis Technocracy,"The The Gamma-sagittariis Technocracy emerges in the galaxy, establishing its capital at Gamma Sagittarii-d.","The The Gamma-sagittariis Technocracy enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","During a era of peace, the economy grew, and trade hubs flourished, cementing their status.","In Year 136590, a devastating fleet battle occurred in the Polaris Nebula system where the forces of The Scientific Technocracy clashed with The Gamma-sagittariis Technocracy. | In Year 549986, a skirmish broke out in Aldebaran Arm between The Gamma-sagittariis Technocracy patrols and The Great Scientific Imperium raiders.","At their zenith, the The Gamma-sagittariis Technocracy exerted significant economic and political influence.","In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Gamma-sagittariis Technocracy stand as monuments to their ancient legacy."
208f64f5f9,The Scientific AI Hegemony,"The The Scientific AI Hegemony emerges in the galaxy, establishing its capital at Aethelgard-b.","The The Scientific AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Scientific AI Hegemony reaches its peak geopolitical influence, asserting military dominance.","In Year 111404, the The Consolidated Star Empire launched a surprise offensive against The Scientific AI Hegemony over territorial claims in the Aldebaran Expanse sector. | In Year 124049, a skirmish broke out in Polaris Expanse between The Scientific AI Hegemony patrols and The Unified AI Hegemony raiders.",Reaching peak GDP of 7200.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 287301. The The Scientific AI Hegemony is completely annexed or wiped out from the galactic theater.
a03b53100a,The Great Orionex Imperium,"The The Great Orionex Imperium emerges in the galaxy, establishing its capital at Gliese 327.0-b.","The The Great Orionex Imperium enters an expansionist phase, establishing new colonies and expanding its territorial footprint.",The The Great Orionex Imperium achieves a golden age of scientific and economic peak development.,"In Year 242586, the joint fleets of The Orionite AI Hegemony and The Great Orionex Imperium conducted a major peacekeeping operation in Betelgeuse Prime. | In Year 274075, The Great Orionex Imperium successfully annexed colonies of The Great Unified Imperium after a siege on their outer defense platforms.",Reaching peak GDP of 8640.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.",The civilization became extinct in Year 643498. The The Great Orionex Imperium is completely annexed or wiped out from the galactic theater.
2640424e04,The Unified AI Hegemony,"The The Unified AI Hegemony emerges in the galaxy, establishing its capital at Sigma Orionis-e.","The The Unified AI Hegemony enters an expansionist phase, establishing new colonies and expanding its territorial footprint.","The The Unified AI Hegemony reaches its peak geopolitical influence, asserting military dominance.","In Year 107283, The Great Unified Imperium successfully annexed colonies of The Unified AI Hegemony after a siege on their outer defense platforms. | In Year 124049, a skirmish broke out in Polaris Expanse between The Scientific AI Hegemony patrols and The Unified AI Hegemony raiders.",Reaching peak GDP of 686852.76 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority. Internal instability and resource depletion cause the collapse of the central authority of The Unified AI Hegemony.",The civilization became extinct in Year 434495. The The Unified AI Hegemony is completely annexed or wiped out from the galactic theater.
ad899b1ed9,The Great Meran Imperium,"The The Great Meran Imperium emerges in the galaxy, establishing its capital at HIP 288720-b.","As FTL routes expanded, the The Great Meran Imperium colonized surrounding sectors, claiming resources.",The The Great Meran Imperium achieves a golden age of scientific and economic peak development.,"In Year 222678, the The Great Valian Imperium launched a surprise offensive against The Great Meran Imperium over territorial claims in the Perseus Expanse sector. | In Year 270500, a devastating fleet battle occurred in the Vega Minor system where the forces of The Scientific Technocracy clashed with The Great Meran Imperium.",Reaching peak GDP of 6000.0 credits with colonies.,"In later periods, trade routes decayed and external pressures reduced central authority.","Today, the ruins of jump gates and structures of The Great Meran Imperium stand as monuments to their ancient legacy."
